detection_type,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,discovered,omega,star_distance,star_mass,star_radius,star_age,star_teff
Primary Transit,,0.1845,6.2037,0.0651,0.18,88.72,2020,210.0,64.6,0.853,0.894,5.8,5720.0
Primary Transit,,0.2427,14.17555,0.1131,0.17,89.22,2020,190.0,64.6,0.853,0.894,5.8,5720.0
Primary Transit,,0.2783,19.5917,0.14,0.2,89.32,2020,170.0,64.6,0.853,0.894,5.8,5720.0
Primary Transit,,0.17995,29.54115,0.1758,0.051,88.963,2020,275.0,64.6,0.853,0.894,5.8,5720.0
Primary Transit,0.0179,0.19627,9.113678,0.0793,,89.061,2023,,32.22,0.798,0.788,8.1,5266.0
Primary Transit,0.0198,0.2132,13.673694,0.104,,89.69,2023,,32.22,0.798,0.788,8.1,5266.0
Primary Transit,0.02681,0.2543,20.519617,0.136,,89.25,2023,,32.22,0.798,0.788,8.1,5266.0
Primary Transit,0.0123,0.1731,30.793091,0.1785,,89.87,2023,,32.22,0.798,0.788,8.1,5266.0
Primary Transit,0.01586,0.232,41.05854,0.2163,,89.67,2023,,32.22,0.798,0.788,8.1,5266.0
Primary Transit,0.0264,0.23258,54.76992,0.262,,89.73,2023,,32.22,0.798,0.788,8.1,5266.0
Primary Transit,0.01432,0.1829,2.541,0.035,0.093,,2021,331.0,106.3,0.997,0.968,,5732.0
Primary Transit,8.0,1.0,109.75,0.5109,0.395,90.0,2022,211.7,95.06,1.47,1.49,0.015,6651.0
Primary Transit,0.7,0.49,372.0,,,,2024,,108.415,1.248,1.198,,6324.0
Primary Transit,0.01271,0.1169,1.62116,0.02732,0.0,85.8,2021,,,,,,
Primary Transit,0.415,1.026,11.53533,0.1097,0.251,88.99,2018,2.1,79.31,1.322,2.328,4.52,5528.0
Primary Transit,0.28,0.74,2.8758916,0.041,0.013,84.1,2005,,78.9,1.3,1.497,2.0,6147.0
Primary Transit,0.0309,0.2721,11.6264,0.1049,0.046,89.26,2021,,107.898,1.15,1.43,,6310.0
Primary Transit,0.03043,0.5299,27.13,0.148,0.074,89.21,2021,,107.898,1.15,1.43,,6310.0
Primary Transit,,0.1998,10.924709,0.09,0.11,88.0,2023,160.5,45.5621,0.79,0.762,,4757.0
Primary Transit,,0.2614,21.583298,0.141,0.04,88.75,2024,248.0,45.5621,0.79,0.762,,4757.0
Primary Transit,3.195,1.095,21.2163979,0.1623,0.6768,87.21,2007,121.71,78.24,1.275,1.508,3.38,6079.0
Primary Transit,0.0302,0.3149,17.471278,0.1334,0.28,89.33,2021,,57.06,1.031,0.985,,5788.0
Primary Transit,1.138,1.138,2.219,0.031,0.0,85.51,2005,,19.3,0.8,0.805,0.6,4875.0
Primary Transit,0.0242,0.27541,15.507612,0.1236,0.055,89.0,2023,35.0,88.74,1.044,1.205,5.3,6088.0
Primary Transit,0.031,0.303,8.88029,0.078,0.0,88.06,2020,,53.608,0.81,0.945,7.0,5427.0
Primary Transit,0.0227,0.2748,28.5805,0.17,0.0,89.09,2020,,53.608,0.81,0.945,7.0,5427.0
Primary Transit,0.0182,0.2712,38.3525,0.207,0.0,89.43,2020,,53.608,0.81,0.945,7.0,5427.0
Primary Transit,1.008,1.562,3.30896,0.0519,0.047,84.2,2018,88.0,147.2,1.703,2.614,1.8,6230.0
Primary Transit,0.02335,0.1534,0.926118,0.018,0.0,76.01,2022,,63.38,0.9,1.13,11.0,5596.0
Primary Transit,0.0192,0.2007,6.441008,0.0629,0.23,,2023,57.0,23.6382,0.8,0.769,0.52,4819.0
Primary Transit,0.05,0.22348,16.202157,0.1164,0.047,88.755,2021,235.0,28.25,0.801,0.779,7.1,5071.0
Primary Transit,0.02778,0.15568,1.008035,0.02012,0.0,80.09,2019,,57.97,1.068,1.101,3.8,5978.0
Primary Transit,0.0249,0.24061,25.1292,0.1726,0.0,89.23,2024,,79.0,1.09,1.044,5.3,5871.0
Primary Transit,0.01343,0.134,3.093292,0.037,0.0,85.058,2015,,6.55,0.794,0.778,,4699.0
Primary Transit,0.0522,0.4202,6.03607,0.06356,0.0,86.38,2018,,94.4,0.92,1.03,10.0,5527.0
Primary Transit,0.1904,0.836,14.2767,0.1228,0.115,85.75,2019,241.3,95.075,1.212,2.943,4.9,5080.0
Primary Transit,0.00821,0.12151,4.040295,0.05727,0.126,88.3,2022,320.0,62.87,1.104,1.157,5.0,6210.0
Primary Transit,0.0208,0.20769,9.573083,0.1017,0.16,,2022,11.4,62.87,1.104,1.157,5.0,6210.0
Primary Transit,0.0249,0.23258,47.42489,0.2958,,,2022,,62.87,1.104,1.157,5.0,6210.0
Primary Transit,0.02618,0.16701,17.667087,0.1162,0.072,88.93,2018,114.0,39.1,0.75,0.73,,
Primary Transit,0.01073,0.1668,29.79749,0.1646,0.063,89.1,2018,2.0,39.1,0.75,0.73,,
Primary Transit,0.00173,0.0669,3.97664,0.04298,0.07,87.95,2019,19.0,39.1,0.75,0.73,,
Primary Transit,0.00227,0.07298,7.90754,0.068,0.07,88.63,2022,46.0,39.1,0.75,0.73,,
Primary Transit,0.00242,0.10144,12.1621839,,0.07,88.81,2019,4.0,39.1,0.75,0.73,,
Primary Transit,9.077,,6134.4,6.248,0.341,32.046,2019,87.981,37.45,0.86,0.83,4.0,5160.0
Primary Transit,0.00673,0.1106,2.76953,0.02933,0.039,87.35,2022,57.0,9.9976,0.439,0.439,5.0,3803.0
Primary Transit,0.00972,0.13677,5.70588,0.04749,0.038,87.79,2022,335.0,9.9976,0.439,0.439,5.0,3803.0
Primary Transit,1.18,1.44,4.12692,0.0568,0.0,89.4,2018,,197.98,1.44,1.57,1.3,6801.0
Primary Transit,0.058195,0.19618,22.89104,0.1357,,87.25,2022,,140.087,1.26,1.446,1.1,6120.0
Primary Transit,,0.3774,56.00819,0.308,,89.54,2022,,140.087,1.26,1.446,1.1,6120.0
Primary Transit,,0.2899,84.26,0.411,,89.68,2022,,140.087,1.26,1.446,1.1,6120.0
Primary Transit,,0.1749,106.0,0.4,,89.744,2018,,47.51,0.74,0.66,,4655.0
Primary Transit,12.0,1.32,4.66632,0.0618,,84.86,2023,,124.0,1.447,1.55,,7712.0
Primary Transit,0.0158,0.152,0.959624,0.0186,,83.4,2016,,47.36,0.94,0.87,5.0,5528.0
Primary Transit,0.0308,0.255,29.83832,0.1841,0.267,89.5,2016,180.0,47.36,0.94,0.87,5.0,5528.0
Primary Transit,0.244,0.867,18.71204,0.1436,0.032,89.68,2020,47.0,80.597,1.127,1.277,4.3,6089.0
Primary Transit,0.0245,0.2186,14.33902,0.12,0.08,89.27,2021,134.5,56.12,1.126,1.194,3.0,6203.0
Primary Transit,,0.331,29.04992,0.229,0.68,89.3,2022,,267.74,1.89,1.751,0.42,8500.0
Primary Transit,0.0689,0.1945,7.1079477,0.0719,0.129,88.8,2020,-36.8,22.42,0.99,0.912,0.414,5640.0
Primary Transit,0.0482,0.2427,20.54383,0.1458,0.097,89.05,2020,-5.6,22.42,0.99,0.912,0.414,5640.0
Primary Transit,,0.09573,4.209075,0.0503,0.16,88.73,2024,,22.42,0.99,0.912,0.414,5640.0
Primary Transit,0.033,0.2668,9.058807,0.083,0.0,88.49,2021,,48.8,0.933,0.959,,5534.0
Primary Transit,0.0349,0.259,21.4027,0.148,0.0,88.241,2021,,48.8,0.933,0.959,,5534.0
Primary Transit,2.988,,3549.4,4.691,0.257,77.583,2002,259.451,49.8,1.09,1.4507,6.5,5943.3
Primary Transit,5.131,,17071.8,12.688,0.089,91.849,2022,112.746,50.4093,0.93,0.935,7.4,5382.91
Primary Transit,0.039,0.256,15.604,0.1296,0.03,88.08,2018,154.0,35.24,1.378,1.43,,6460.0
Primary Transit,0.0321,0.2489,6.398042,0.0604,0.105,88.37,2021,262.0,31.6,0.66,0.71,0.75,4511.0
Primary Transit,0.0302,0.2436,18.8805,0.1233,0.093,89.61,2021,170.0,31.6,0.66,0.71,0.75,4511.0
Primary Transit,1.15,,341.7,1.073,0.13,,2014,,68.7,1.41,3.3,4.0,4917.0
Primary Transit,5.6,,5040.0,6.5,0.36,,2015,,68.7,1.41,3.3,4.0,4917.0
Primary Transit,0.01762,0.144,0.719573,0.0166,,82.1,2020,,109.86,1.18,1.22,2.67,5950.0
Primary Transit,0.4012,0.869,45.522149,0.2652,0.48,,2024,,79.6682,1.24,1.61,3.4,6303.91
Primary Transit,0.02281,0.1927,3.98442,0.049,0.075,86.45,2020,196.0,42.48,1.02,,,
Primary Transit,0.1123,0.612,11.81399,0.105,0.203,87.7,2018,345.1,126.6,1.12,1.657,9.4,5609.0
Primary Transit,,0.1204,1.0391353,0.02085,,86.21,2022,,82.34,1.109,1.043,1.4,5987.0
Primary Transit,,0.28799,3.6451398,0.04813,,,2022,,82.34,1.109,1.043,1.4,5987.0
Primary Transit,0.12406,0.3551,55.086,0.231,0.199,89.35,2020,26.125,36.9,0.76,0.86,5.08,5212.0
Primary Transit,0.02457,0.20047,9.489295,0.08,0.03,89.6,2010,71.0,21.1,0.85,0.73,,5170.0
Primary Transit,0.0186,0.16317,7.610303,0.06899,0.17,88.23,2023,350.0,46.258,0.761,0.742,,4930.0
Primary Transit,0.0264,0.2141,14.245648,0.10479,0.17,89.24,2023,290.0,46.258,0.761,0.742,,4930.0
Primary Transit,0.0372,0.226,9.1265,0.098,0.205,88.43,2014,300.9,55.2,0.775,0.716,,5089.0
Primary Transit,30.609,,17128.4,11.522,0.406,60.988,2022,90.414,40.2707,0.67,0.772,,4316.0
Primary Transit,,0.26,15.5712,,,88.4,2016,,116.0,1.15,1.4,,6199.0
Primary Transit,,0.228,31.6978,,,89.58,2016,,116.0,1.15,1.4,,6199.0
Primary Transit,,0.353,1113.4465,,0.52,,2016,,116.0,1.15,1.4,,6199.0
Primary Transit,,0.4916,131.0,,,,2016,,116.0,1.15,1.4,,6199.0
Primary Transit,0.038,0.3604,542.07975,1.37,0.004,89.97,2016,,116.0,1.15,1.4,,6199.0
Primary Transit,3.213,2.03,0.9809734,0.01782,0.0,77.18,2020,,61.89,0.781,0.7242,4.1,4590.0
Primary Transit,0.0434,0.897,6.9594738,0.0753,0.053,89.46,2020,199.1,127.27,1.22,1.38,0.017,5675.0
Primary Transit,,0.731,14.334894,0.1235,0.08,89.0,2020,185.6,127.27,1.22,1.38,0.017,5675.0
Primary Transit,1.192,0.2862,7.712121,0.0787,0.32,87.14,2022,17.0,58.61,1.094,1.08,0.1,5991.0
Primary Transit,0.063,0.2444,10.28891,0.089,0.16,,2021,120.9,66.08,0.898,0.836,3.33,5198.0
Primary Transit,0.3,0.955,8.83,,,,2024,,160.0,0.7,1.15,0.002,3303.0
Primary Transit,,0.32,1.673833,0.0296,0.24,85.1,2016,,190.04,1.23,1.22,0.8,6168.0
Primary Transit,,0.178,14.677286,,0.1,89.4,2016,0.0,189.33,0.8,0.73,0.79,4819.0
Primary Transit,,0.116,9.915615,,0.1,89.0,2016,-1.0,189.17,0.77,0.71,0.79,4695.0
Primary Transit,,0.177,21.169861,0.131,0.06,89.73,2016,338.5,187.19,0.66,0.57,0.8,4148.21
Primary Transit,,0.175,1.974238,0.023,0.09,88.0,2016,6.24,190.21,0.43,0.49,0.8,3546.46
Primary Transit,0.094,0.301,8.267704,0.0796,,88.95,2017,,199.28,0.99,0.91,0.6,5464.0
Primary Transit,0.0245,0.14952,0.5713127,0.01314,0.0,85.2,2016,,246.1,0.97,0.98,5.0,5617.0
Primary Transit,0.018,0.2534,13.339079,0.1091,0.18,89.35,2016,178.0,246.1,0.97,0.98,5.0,5617.0
Primary Transit,0.84,1.426,3.313959,0.0475,,81.9,2017,,696.95,1.3,1.81,4.25,6061.0
Primary Transit,0.187,0.476,4.733999,0.0581,0.18,,2017,,484.99,1.17,1.76,7.8,5599.0
Primary Transit,0.08495,0.343,19.3044,,0.31,88.5,2015,,272.36,0.973,0.968,,5533.0
Primary Transit,0.0525,0.228,13.86387,0.1027,0.079,89.35,2017,90.0,116.84,0.75,0.71,8.0,4950.0
Primary Transit,0.01664,0.162,5.3518,0.057,0.13,86.43,2017,-69.3,201.7,0.84,1.25,12.3,5775.0
Primary Transit,1.28,1.083,5.817685,0.0642,0.0,86.44,2017,,649.75,1.04,1.24,5.9,5660.0
Primary Transit,1.85,0.952,11.391013,0.0954,0.0,89.53,2017,,484.8,0.89,0.84,9.9,5044.0
Primary Transit,0.84,1.115,20.273034,0.1367,0.137,88.82,2017,104.0,418.58,0.95,0.88,10.7,5657.0
Primary Transit,,0.062,4.655411,0.048,0.06,89.09,2017,-23.44,49.46,0.69,0.67,,4348.35
Primary Transit,,0.181,1.2916,0.0189,0.06,88.36,2017,337.37,101.95,0.54,0.51,,3778.0
Primary Transit,,0.184,5.444017,0.0492,0.15,89.49,2017,282.94,101.95,0.54,0.51,,3778.0
Primary Transit,,0.227,50.92092,0.245,0.2,89.5,2017,58.67,324.7,0.76,0.73,,4726.29
Primary Transit,,0.226,7.727283,0.0698,0.07,89.4,2017,322.29,369.66,0.76,0.71,,4740.0
Primary Transit,,0.674,39.93767,0.2257,,,2015,,332.46,0.9,0.85,3.76,5257.0
Primary Transit,,0.179,9.562742,0.078,0.14,89.57,2017,-81.19,287.156,0.69,0.67,,4349.9
Primary Transit,,0.669,5.185761,0.0525,0.22,87.25,2017,72.97,170.37,0.72,0.68,,4551.0
Primary Transit,,0.108,2.219282,0.0285,0.21,86.39,2017,60.8,72.0444,0.63,0.59,,4009.0
Primary Transit,,0.246,30.951524,0.1649,0.06,89.79,2017,,162.36,0.62,0.59,,4035.0
Primary Transit,0.033,0.259,6.413651,0.049,0.08,89.03,2017,333.2,140.4,0.39,0.39,,3570.0
Primary Transit,,0.194,21.750264,0.121,0.08,89.72,2017,-3.74,124.6,0.49,0.4,,3654.47
Primary Transit,,0.176,7.385655,0.0656,0.06,89.4,2017,326.28,103.29,0.69,0.65,,4339.0
Primary Transit,,0.747,3.588163,0.0411,0.12,87.22,2017,294.26,723.97,0.72,0.66,,4575.0
Primary Transit,,0.127,5.675819,0.056,0.23,87.4,2017,62.55,115.01,0.71,0.78,,4469.51
Primary Transit,,0.093,8.239493,0.057,0.13,89.21,2017,39.89,27.82,0.36,0.36,,3459.09
Primary Transit,,0.208,8.28212,0.0802,,,2015,,329.36,0.93,1.12,11.25,5675.0
Primary Transit,,0.112,2.49412,0.032,0.17,86.53,2017,49.8,118.41,0.7,0.74,,4356.47
Primary Transit,,0.152,0.36931,0.0095,0.0,80.0,2017,,153.7,0.84,0.75,,5245.0
Primary Transit,0.49,1.3,9.1751,0.0916,0.29,77.56,2017,82.6,620.41,1.08,3.85,8.5,4840.0
Primary Transit,0.0069,0.12,3.07133,0.03194,,87.6,2017,,75.2,0.46,0.46,,3655.0
Primary Transit,0.01,0.143,4.86784,0.04341,,88.21,2017,,75.2,0.46,0.46,,3655.0
Primary Transit,0.026,0.179,11.02454,0.07487,,89.4,2017,,75.2,0.46,0.46,,3655.0
Primary Transit,,0.154,26.5841,0.1346,,89.164,2019,,75.2,0.46,0.46,,3655.0
Primary Transit,,0.088,7.975292,,0.1,89.3,2017,12.0,59.2474,0.742,0.677,0.65,4500.0
Primary Transit,,0.26,17.307137,,0.13,89.6,2017,24.0,59.2474,0.742,0.677,0.65,4500.0
Primary Transit,,0.129,25.575065,,0.14,89.4,2017,2.0,59.2474,0.742,0.677,0.65,4500.0
Primary Transit,0.5,0.079,0.179715,0.0058,0.0,89.6,2017,,99.15,0.46,0.44,,3492.0
Primary Transit,0.0098,0.14,2.35322,0.0338,0.403,86.9,2017,244.0,183.0,0.93,0.86,,5378.0
Primary Transit,0.0198,0.225,3.55987,0.04454,0.296,87.5,2017,200.0,183.0,0.93,0.86,,5378.0
Primary Transit,0.0249,0.237,5.40478,0.05883,0.348,87.9,2017,83.0,183.0,0.93,0.86,,5378.0
Primary Transit,0.0409,0.294,8.26144,0.07807,0.315,88.7,2017,180.0,183.0,0.93,0.86,,5378.0
Primary Transit,0.005,0.251,12.75759,0.1043,0.364,89.03,2017,144.0,183.0,0.93,0.86,,5378.0
Primary Transit,0.0135,0.2688,41.96797,0.231,0.059,89.4,2018,164.0,183.0,0.93,0.86,,5378.0
Primary Transit,0.381,0.813,28.380619,0.1796,0.0,89.55,2017,,154.6,0.96,0.88,1.8,5370.0
Primary Transit,,0.169,39.91488,0.2114,,,2015,,345.76,0.8,0.78,0.78,5698.0
Primary Transit,0.93,1.093,6.56918,0.0687,0.12,88.3,2017,98.88,341.6,1.0,0.99,9.8,5705.0
Primary Transit,0.01598,0.135,0.2803244,,0.0,86.3,2018,90.0,61.0,0.708,0.681,6.3,4599.0
Primary Transit,0.02328,0.624,7.7485,,0.0,87.2,2018,90.0,61.0,0.708,0.681,6.3,4599.0
Primary Transit,0.01816,0.183,2.6446,0.027,0.129,88.93,2018,-64.0,79.31,0.33,0.33,5.0,3385.0
Primary Transit,0.02358,0.195,4.00498,0.034,0.075,87.54,2019,130.0,79.31,0.33,0.33,5.0,3385.0
Primary Transit,,0.123,0.961917,0.0159,,,2018,,88.0,0.58,0.55,,3672.0
Primary Transit,,0.119,4.38395,0.0454,,,2018,,124.458,0.639,0.6739,,4081.0
Primary Transit,,0.154,6.9226,0.0616,,,2018,,124.458,0.639,0.6739,,4081.0
Primary Transit,,0.146,9.7579,0.0774,,,2018,,124.458,0.639,0.6739,,4081.0
Primary Transit,,0.146,11.332,0.083,,,2018,,118.0,0.59,0.57,,3745.0
Primary Transit,,0.429,8.36802,0.0627,,,2015,,367.72,0.47,0.45,,3789.0
Primary Transit,,0.178,10.59357,0.0727,,,2018,,110.0,0.46,0.44,,3499.0
Primary Transit,,0.133,3.835476,0.0373,,,2018,,69.48,0.455,0.458,,3659.0
Primary Transit,,0.204,32.6479,0.1716,,,2018,,108.7,0.63,0.61,,4044.0
Primary Transit,,0.178,7.51574,0.0614,,,2018,,143.6,0.55,0.53,,3845.0
Primary Transit,,0.178,3.67626,0.0405,,,2018,,129.8,0.65,0.63,,4097.0
Primary Transit,,0.185,7.95486,0.0677,,,2018,,129.8,0.65,0.63,,4097.0
Primary Transit,0.0148,0.161,6.342,0.0562,,88.3,2018,,82.0,0.65,0.58,,4258.0
Primary Transit,0.0205,0.232,13.85,0.0946,,88.96,2018,,82.0,0.65,0.58,,4258.0
Primary Transit,0.0154,0.17,40.718,0.1937,,89.61,2018,,82.0,0.65,0.58,,4258.0
Primary Transit,,0.103,0.81314,0.0149,,,2018,,150.4,0.66,0.66,,4597.0
Primary Transit,,0.094,0.365257,,,76.711,2018,,300.88,0.94,0.88,,5456.0
Primary Transit,,0.236,10.06049,0.0887,,,2018,,198.2,0.92,0.95,,5503.0
Primary Transit,,0.114,5.90279,0.0622,,,2018,,198.2,0.92,0.95,,5503.0
Primary Transit,,0.202,12.42205,0.1013,,,2018,,171.9,0.9,0.83,,5425.0
Primary Transit,,0.221,11.8104,0.091,,,2015,,501.03,0.72,0.68,,5131.0
Primary Transit,,0.284,3.705871,,,88.254,2018,,318.19,0.98,0.91,,5649.0
Primary Transit,,0.546,9.283188,,,87.251,2018,,941.09,0.99,2.57,8.51,4972.0
Primary Transit,,0.128,9.45889,0.0795,,,2018,,125.1,0.75,0.69,,4842.0
Primary Transit,,0.22,6.673117,,,88.253,2018,,209.67,0.83,0.76,,4937.0
Primary Transit,,0.29,17.355066,,,87.89,2018,,379.64,1.18,2.2,,5791.0
Primary Transit,,0.114,2.354992,,,87.083,2018,,135.1,0.83,0.8,,5185.0
Primary Transit,,0.139,4.382745,,,87.054,2018,,135.1,0.83,0.8,,5185.0
Primary Transit,,0.236,14.101361,,,89.002,2018,,135.1,0.83,0.8,,5185.0
Primary Transit,,0.195,8.52695,0.0858,,,2018,,481.0,1.07,,,
Primary Transit,6.0,0.109,3.80464,,,,2019,,481.0,1.07,,,
Primary Transit,,0.2088,9.9785275,,,88.604,2018,,81.08,1.02,1.83,,5908.0
Primary Transit,,0.166,15.8523,0.0979,,89.4,2018,,245.56,0.88,0.83,,5502.7
Primary Transit,,0.117,8.050722,0.06231,,89.81,2019,,245.56,0.88,0.83,,5502.7
Primary Transit,,0.114,6.380803,,,87.837,2018,,237.35,0.99,0.92,,5548.0
Primary Transit,,0.18,7.6188,0.0667,,87.97,2015,,338.19,0.67,0.66,,4761.0
Primary Transit,,0.227,19.07863,0.1229,,87.83,2015,,338.19,0.67,0.66,,4761.0
Primary Transit,,0.092,2.71578,,,,2019,,338.19,0.67,0.66,,4761.0
Primary Transit,,0.127,7.576544,,,87.989,2018,,397.26,0.96,0.98,,5748.0
Primary Transit,,0.161,12.400047,,,88.668,2018,,397.26,0.96,0.98,,5748.0
Primary Transit,,0.24,5.628466,,,85.048,2018,,616.41,0.89,1.72,,5250.0
Primary Transit,,0.149,14.316941,,,88.914,2018,,251.51,0.93,0.87,,5569.0
Primary Transit,,0.286,29.62682,,,89.497,2018,,251.51,0.93,0.87,,5569.0
Primary Transit,,0.143,5.868699,,,87.826,2018,,228.641,0.983,1.0,,5573.35
Primary Transit,0.0289,0.232,19.562307,0.126,,89.95,2018,,100.1,0.7,0.68,,4455.0
Primary Transit,,0.182,9.525988,,,87.494,2018,,249.01,1.081,1.673,,5929.25
Primary Transit,,0.133,5.329439,,,88.063,2018,,249.01,0.94,0.86,,5428.0
Primary Transit,,0.189,14.155185,,,87.22,2018,,499.02,1.21,1.21,,6063.0
Primary Transit,,0.317,8.747818,,,88.611,2018,,216.08,0.95,0.89,,5525.0
Primary Transit,,0.224,5.172191,,,88.755,2018,,191.84,0.82,0.77,,5015.0
Primary Transit,,0.199,17.96753,0.119,,,2015,,125.56,0.71,0.66,,4320.0
Primary Transit,0.036,0.206,8.867209,0.0753,,88.9,2018,,204.51,0.72,0.72,9.5,5358.0
Primary Transit,,0.253,6.894256,0.0706,,,2018,,364.82,0.99,1.07,,5608.0
Primary Transit,0.063,0.24,4.7369683,0.0526,0.04,89.0,2018,211.0,155.9,0.88,0.8,,5165.0
Primary Transit,,0.232,0.469269,0.0116,,25.0,2018,,329.041,0.95,0.9685,10.68,5436.47
Primary Transit,,0.256,10.792635,0.0932,,88.4,2018,,329.041,0.95,0.9685,10.68,5436.47
Primary Transit,,0.255,22.631964,0.1527,,89.38,2018,,329.041,0.95,0.9685,10.68,5436.47
Primary Transit,,0.1097,2.1529,0.0318,,,2020,,329.041,0.95,0.9685,10.68,5436.47
Primary Transit,,0.138,16.995731,0.1229,,,2018,,75.79,0.86,0.78,,5220.0
Primary Transit,,0.117,10.616646,,,88.932,2018,,268.357,0.96,0.94,,5788.0
Primary Transit,,0.2132,52.713494,0.2696,,89.0,2018,,268.357,0.96,0.94,,5788.0
Primary Transit,,0.283,41.474219,,,89.524,2018,,333.84,1.02,0.98,,5784.0
Primary Transit,,0.116,0.77392,0.0164,,,2018,,333.51,0.98,0.92,,5484.0
Primary Transit,,0.161,2.872042,0.0392,,,2018,,333.51,0.98,0.92,,5484.0
Primary Transit,,0.283,7.14921,0.072,,,2018,,333.51,0.98,0.92,,5484.0
Primary Transit,,0.212,13.609878,0.1106,,,2018,,333.51,0.98,0.92,,5484.0
Primary Transit,,0.12,1.742169,0.0289,,,2018,,452.9,1.06,1.19,,5977.0
Primary Transit,,0.252,7.810253,0.0785,,,2018,,452.9,1.06,1.19,,5977.0
Primary Transit,,0.136,2.588309,0.0361,,,2018,,243.93,0.94,0.87,,5519.0
Primary Transit,,0.223,6.679195,0.068,,,2018,,243.93,0.94,0.87,,5519.0
Primary Transit,0.02807,0.211,32.939623,0.1429,0.2,89.5785,2015,354.3,38.07,0.36,0.41,,3457.0
Primary Transit,,0.121,10.098858,,,88.357,2018,,161.42,0.9,0.91,,5631.0
Primary Transit,,0.098,21.574023,,,88.977,2018,,161.42,0.9,0.91,,5631.0
Primary Transit,,0.141,2.858646,,,87.051,2018,,289.57,0.9,0.84,,5176.0
Primary Transit,,0.136,4.162817,0.049,,,2018,,223.99,0.9,0.81,,5222.0
Primary Transit,,0.352,14.786889,0.1184,,,2018,,416.91,1.01,0.98,,5817.0
Primary Transit,,0.325,39.721386,,,89.065,2018,,640.65,1.11,1.28,,5979.0
Primary Transit,,0.279,15.852975,0.1208,,,2018,,317.83,0.94,0.99,,5713.0
Primary Transit,,0.23,28.482786,,,88.537,2018,,317.83,0.94,0.99,,5713.0
Primary Transit,,0.321,48.324222,,,88.274,2018,,594.09,1.16,1.54,,6045.0
Primary Transit,,0.228,8.357881,0.0806,,,2018,,249.59,1.0,0.93,,5667.0
Primary Transit,,0.374,17.0428683,0.09083,,88.904,2018,,110.91,0.8,0.76,,5212.9
Primary Transit,,0.127,3.3596055,0.03077,,86.494,2019,,110.91,0.8,0.76,,5212.9
Primary Transit,,0.218,7.4500177,0.05234,,89.86,2019,,110.91,0.8,0.76,,5212.9
Primary Transit,0.0217,0.1543,3.2253993,0.0382,0.02,88.35,2018,171.0,107.97,0.73,0.68,,4648.0
Primary Transit,0.039,0.2543,7.3744897,0.0662,0.03,87.2,2018,165.0,107.97,0.73,0.68,,4648.0
Primary Transit,0.1019,0.691,7.9194,0.074,0.2,89.47,2015,179.0,292.14,0.93,0.86,8.0,5430.0
Primary Transit,0.034,0.434,11.90715,0.0971,0.21,87.99,2015,237.0,292.14,0.93,0.86,8.0,5430.0
Primary Transit,0.031,0.102,2.50856,0.0344,,85.83,2016,,292.14,0.93,0.86,8.0,5430.0
Primary Transit,,0.122,2.849883,,,87.968,2018,,185.09,0.86,0.79,,5233.0
Primary Transit,,0.125,1.05979,,,84.414,2018,,199.05,0.96,0.88,,5507.0
Primary Transit,,0.293,22.779878,,,89.272,2018,,199.05,0.96,0.88,,5507.0
Primary Transit,,0.205,3.405164,,,87.672,2018,,302.99,0.97,0.91,,5491.0
Primary Transit,,0.122,9.695101,,,88.43,2018,,166.93,0.79,0.76,,5000.0
Primary Transit,,0.272,7.055784,,,87.649,2018,,586.87,1.01,1.18,,5755.0
Primary Transit,,0.178,26.672263,,,89.097,2018,,409.95,0.95,1.08,,5890.0
Primary Transit,,0.249,18.294549,,,89.112,2018,,244.443,0.85,0.794,,5066.0
Primary Transit,,0.232,12.48749,,,88.62,2018,,366.84,0.94,0.93,,5522.0
Primary Transit,,0.15,4.190948,,,88.043,2018,,258.76,0.93,0.86,,5582.0
Primary Transit,,0.077,2.080615,,,86.231,2018,,76.67,0.74,0.71,,4720.0
Primary Transit,,0.073,0.570233,,,84.105,2018,,177.39,0.91,0.85,,5396.0
Primary Transit,,0.123,0.669558,,,81.569,2018,,272.297,0.88,0.804,,5187.94
Primary Transit,,0.2364,9.795635,0.0785,,,2018,,109.32,0.67,0.65,,4272.0
Primary Transit,,0.135,8.13087,,,87.862,2018,,394.05,1.07,1.2,,5794.0
Primary Transit,,0.217,8.596802,0.0834,,,2018,,303.28,1.05,1.27,,5854.0
Primary Transit,,0.189,8.269648,,,88.984,2018,,408.67,1.0,0.97,,5704.0
Primary Transit,0.02517,0.156,2.1748,0.028,0.0,86.9,2018,,115.84,0.7,0.72,,4503.0
Primary Transit,,0.319,14.074524,,,88.043,2018,,386.01,1.1,1.33,,5967.0
Primary Transit,,0.229,8.679885,,,88.453,2018,,394.083,1.02,1.058,,5710.0
Primary Transit,,0.12,3.901287,,,86.795,2018,,328.42,1.02,1.19,,5753.0
Primary Transit,,0.128,6.66767,,,87.269,2018,,328.42,1.02,1.19,,5753.0
Primary Transit,,0.23,11.137278,,,88.287,2018,,328.42,1.02,1.19,,5753.0
Primary Transit,0.00623,0.164,9.00315,0.076,0.1,88.66,2015,34.48,83.85,0.68,0.65,,4222.06
Primary Transit,0.01561,0.222,15.0,0.107,0.21,89.21,2015,59.96,83.85,0.68,0.65,,4222.06
Primary Transit,,0.213,13.683256,0.1104,,,2018,,234.92,0.96,1.02,,5660.0
